lon,lat
79.2339981969175,9.301435017313668
79.2160318912351,9.301435017313668
79.18009927987032,9.283468711631276
79.2160318912351,9.265502405948885
79.15314982134674,9.27448555879008
79.33281287817064,9.319401322996058
79.31484657248825,9.328384475837252
79.29688026680586,9.328384475837252
79.28789711396466,9.319401322996058
79.26094765544109,9.301435017313668
79.25196450259989,9.301435017313668
79.2429813497587,9.301435017313668
79.14416666850555,9.292451864472472
79.10823405714076,9.301435017313668
79.08128459861717,9.301435017313668
79.06331829293478,9.31041817015486
79.0363688344112,9.328384475837252
79.02738568157001,9.337367628678448
